iter	Passed	Remaining
917	38718	3458
918	38771	3417
919	38810	3374
920	38841	3331
921	38879	3289
922	38924	3247
923	38964	3204
924	38999	3162
925	39031	3119
926	39080	3077
927	39118	3035
928	39159	2992
929	39198	2950
930	39241	2908
931	39286	2866
932	39320	2823
933	39360	2781
934	39408	2739
935	39448	2697
936	39487	2654
937	39529	2612
938	39574	2570
939	39609	2528
940	39646	2485
941	39685	2443
942	39729	2401
943	39772	2359
944	39813	2317
945	39867	2275
946	39918	2234
947	39968	2192
948	40010	2150
949	40060	2108
950	40110	2066
951	40147	2024
952	40186	1981
953	40237	1940
954	40291	1898
955	40341	1856
956	40399	1815
957	40436	1772
958	40484	1730
959	40536	1689
960	40585	1647
961	40627	1604
962	40688	1563
963	40725	1520
964	40763	1478
965	40814	1436
966	40849	1394
967	40885	1351
968	40923	1309
969	40990	1267
970	41019	1225
971	41054	1182
972	41090	1140
973	41122	1097
974	41158	1055
975	41189	1012
976	41232	970
977	41272	928
978	41321	886
979	41359	844
980	41398	801
981	41434	759
982	41469	717
983	41510	674
984	41556	632
985	41598	590
986	41634	548
987	41669	506
988	41712	463
989	41749	421
990	41790	379
991	41840	337
992	41880	295
993	41929	253
994	41965	210
995	42015	168
996	42065	126
997	42100	84
998	42142	42
999	42186	0
