iter	Passed	Remaining
1594	104523	59306
1595	104591	59242
1596	104644	59169
1597	104696	59096
1598	104747	59022
1599	104808	58954
1600	104877	58891
1601	104934	58820
1602	104984	58746
1603	105051	58682
1604	105116	58616
1605	105171	58544
1606	105233	58477
1607	105297	58411
1608	105343	58335
1609	105392	58260
1610	105448	58189
1611	105506	58120
1612	105564	58050
1613	105614	57976
1614	105672	57907
1615	105725	57835
1616	105781	57764
1617	105843	57697
1618	105895	57624
1619	105954	57555
1620	106011	57485
1621	106063	57412
1622	106120	57342
1623	106194	57282
1624	106257	57215
1625	106306	57141
1626	106373	57076
1627	106433	57008
1628	106494	56940
1629	106551	56870
1630	106613	56804
1631	106679	56739
1632	106744	56673
1633	106787	56595
1634	106853	56530
1635	106914	56463
1636	106973	56394
1637	107036	56328
1638	107085	56254
1639	107141	56184
1640	107191	56110
1641	107257	56045
1642	107314	55975
1643	107358	55899
1644	107420	55832
1645	107491	55770
1646	107545	55698
1647	107591	55623
1648	107648	55553
1649	107699	55481
1650	107755	55411
1651	107819	55345
1652	107873	55274
1653	107941	55210
1654	108015	55150
1655	108070	55079
1656	108127	55009
1657	108177	54937
1658	108229	54864
1659	108288	54796
1660	108358	54734
1661	108414	54663
